query_id,recall_at_3,recall_at_5,recall_at_10,mrr,ndcg_at_5,ndcg_at_10,map,latency_ms
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8977.52020000189
3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7953.746899998805
5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8345.841100002872
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8052.284500001406
36,0.0,0.0,0.5,0.14285714285714285,0.0,0.20438239758848611,0.07142857142857142,7944.486600004893
42,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8736.008400002902
48,0.0,1.0,1.0,0.25,0.43067655807339306,0.43067655807339306,0.25,7987.146499996015
49,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8382.694799998717
50,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8137.2535999980755
51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7948.987700001453
53,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8097.395299999334
54,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,0.3333333333333333,8286.988400002883
56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8187.595199997304
57,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8325.763399996504
70,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7769.369900001038
72,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7931.250200002978
75,1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,0.5,8915.118600001733
94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8121.139900002163
99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8180.827900003351
100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8179.8357000006945
113,1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,0.5,8399.386900004174
115,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7379.3112999992445
118,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8231.932800001232
124,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8973.830099996121
127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9107.853900000919
128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8349.3654000049
129,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8642.03400000406
130,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9736.952699997346
132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8049.2957000024035
133,0.4,0.4,0.8,0.5,0.38356636737133565,0.6113708024380936,0.4333333333333333,8011.660900003335
137,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8265.666699997382
141,0.5,1.0,1.0,1.0,0.8772153153380493,0.8772153153380493,0.75,8004.2377000063425
142,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7828.419999998005
143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7623.639699995692
146,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8044.063099994673
148,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8133.169299995643
163,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7786.165299999993
171,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7415.622499996971
179,0.25,0.5,0.75,0.3333333333333333,0.34620964322385606,0.4637257479802832,0.26666666666666666,8239.042399996833
180,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8295.219100000395
183,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,0.3333333333333333,7902.626700000837
185,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8298.827600003278
198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7858.399400000053
208,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7926.306499997736
212,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7437.204100002418
213,0.0,1.0,1.0,0.2,0.38685280723454163,0.38685280723454163,0.2,7757.932199994684
216,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8070.467700003064
217,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8003.481899999315
218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8311.53789999371
219,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8188.882100002957
230,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8194.850300002145
232,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8200.137599997106
233,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7833.246700000018
236,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8328.083900007186
237,1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,0.5,7678.929099987727
238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8277.373899996746
239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7879.486000005272
248,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8091.680099998484
249,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8165.85849999683
261,0.0,0.5,0.5,0.2,0.23719771276929622,0.23719771276929622,0.1,7929.986699993606
268,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,0.3333333333333333,8234.467799993581
269,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,0.3333333333333333,9456.004499996197
274,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8118.393400000059
275,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,0.46927872602275644,0.3333333333333333,8799.378900002921
279,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7445.962300000247
294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7688.739400007762
295,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7561.797500005923
298,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7771.512399995117
300,0.0,1.0,1.0,0.2,0.38685280723454163,0.38685280723454163,0.2,7599.092200005543
303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7895.457199992961
312,0.0,0.0,1.0,0.1,0.0,0.2890648263178879,0.1,8033.058500004699
